Heading,List Text,Bold Items,List Links
1950s[edit],"1956: The Logic Theorist computer program, the first ""artificial intelligence program"", was written and invented by Allen Newell , Herbert A. Simon , and Cliff Shaw . [469]",['1956:'],"['/wiki/Logic_Theorist', '/wiki/Allen_Newell', '/wiki/Herbert_A._Simon', '/wiki/Cliff_Shaw', '#cite_note-mccCrevRussNorv-476']"
1950s[edit],1957: The laser and optical amplifier are invented and named by Gordon Gould and Charles Townes . The laser and optical amplifier are foundational to powering the Internet . [470],['1957:'],"['/wiki/Laser', '/wiki/Optical_amplifier', '/wiki/Gordon_Gould', '/wiki/Charles_H._Townes', '/wiki/Internet', '#cite_note-477']"
1950s[edit],"1957: The first personal computer used by one person and controlled by a keyboard, the IBM 610 , is invented in 1957 by IBM .",['1957:'],"['/wiki/Personal_computer', '/wiki/History_of_personal_computers#The_beginnings_of_the_personal_computer_industry', '/wiki/IBM']"
1950s[edit],"1957: The first artificial satellite , Sputnik 1 , is launched.",['1957:'],"['/wiki/Satellite', '/wiki/Sputnik_1']"
1950s[edit],1958 – 1959: The integrated circuit is independently invented by Jack Kilby and Robert Noyce .,['1958 – 1959:'],"['/wiki/Integrated_circuit', '/wiki/Invention_of_the_integrated_circuit', '/wiki/Jack_Kilby', '/wiki/Robert_Noyce']"
1950s[edit],"1959: The MOSFET (MOS transistor) is invented by the Egyptian Mohamed Atalla and the Korean Dawon Kahng at Bell Labs. It is used in almost all modern electronic products . It was smaller, faster, more reliable and cheaper to manufacture than earlier bipolar transistors, leading to a revolution in computers, controls and communication. [471] [472] [473]",['1959:'],"['/wiki/MOSFET', '/wiki/Mohamed_Atalla', '/wiki/Dawon_Kahng', '/wiki/Electronic_product', '#cite_note-478', '#cite_note-479', '#cite_note-480']"
1960s[edit],1960: The first functioning laser is invented by Theodore Maiman .,['1960:'],"['/wiki/Laser', '/wiki/Theodore_Maiman']"
1960s[edit],1963: The first electronic cigarette is created by Herbert A. Gilbert. Hon Lik is often credited with its invention as he developed the modern electronic cigarette and was the first to commercialize it.,['1963:'],"['/wiki/Electronic_cigarette', '/wiki/Hon_Lik']"
1960s[edit],"1964: Shinkansen , the first high-speed rail commercial passenger service.",['1964:'],"['/wiki/Shinkansen', '/wiki/High-speed_rail']"
1960s[edit],1965: Kevlar is invented by Stephanie Kwolek at DuPont .,['1965:'],"['/wiki/Kevlar', '/wiki/Stephanie_Kwolek', '/wiki/DuPont']"
1960s[edit],"1969: ARPANET and the NPL network implement packet switching , [474] [475] drawing on the concepts and designs of Donald Davies , [476] [477] and Paul Baran . [478]",['1969:'],"['/wiki/ARPANET#ARPANET_deployed', '/wiki/NPL_network', '/wiki/Packet_switching', '#cite_note-Abbate2000-481', '#cite_note-C._Hempstead,_W._Worthington-482', '/wiki/Donald_Davies', '#cite_note-:2-483', '#cite_note-484', '/wiki/Paul_Baran', '#cite_note-485']"
1970s[edit],"1970s: Public-key cryptography is invented and developed by James H. Ellis , Clifford Cocks , Malcolm J. Williamson , Whitfield Diffie , Martin Hellman , Ralph Merkle , Ron Rivest , Adi Shamir , Leonard Adleman , et al.",['1970s:'],"['/wiki/Public-key_cryptography', '/wiki/James_H._Ellis', '/wiki/Clifford_Cocks', '/wiki/Malcolm_J._Williamson', '/wiki/Whitfield_Diffie', '/wiki/Martin_Hellman', '/wiki/Ralph_Merkle', '/wiki/Ron_Rivest', '/wiki/Adi_Shamir', '/wiki/Leonard_Adleman']"
1970s[edit],1970: The pocket calculator is invented.,['1970:'],['/wiki/Calculator#Pocket_calculators']
1970s[edit],"1971: The first single-chip microprocessor , the Intel 4004 , is invented. Its development was led by Federico Faggin , using his silicon-gate MOS technology. This led to the personal computer (PC) revolution. [479]",['1971:'],"['/wiki/Microprocessor', '/wiki/Intel_4004', '/wiki/Federico_Faggin', '/wiki/Silicon-gate', '/wiki/MOSFET', '/wiki/Personal_computer', '#cite_note-486']"
1970s[edit],"1971: The first space station , Salyut 1 , is launched.",['1971:'],"['/wiki/Space_station', '/wiki/Salyut_1']"
1970s[edit],"1972: The first video game console , used primarily for playing video games on a TV, is the Magnavox Odyssey . [480]",['1972:'],"['/wiki/Video_game_console', '/wiki/Magnavox_Odyssey', '#cite_note-HilbertLopez2011-487']"
1970s[edit],1973: The first fiber optic communication systems were developed by Optelecom . [481],['1973:'],"['/wiki/Optelecom', '#cite_note-488']"
1970s[edit],1973: The first commercial graphical user interface is introduced in 1973 on the Xerox Alto . The modern GUI is later popularized by the Xerox Star and Apple Lisa .,['1973:'],"['/wiki/Graphical_user_interface', '/wiki/Xerox_Alto', '/wiki/Xerox_Star', '/wiki/Apple_Lisa']"
1970s[edit],1973: The first capacitive touchscreen is developed at CERN .,['1973:'],"['/wiki/Touchscreen#Capacitive', '/wiki/CERN']"
1970s[edit],"1974: The Transmission Control Program is proposed by Vinton Cerf and Robert E. Kahn , building on the work of Louis Pouzin , creating the basis for the modern Internet . [482] [483]",['1974:'],"['/wiki/Transmission_Control_Program', '/wiki/Vinton_Cerf', '/wiki/Robert_E._Kahn', '/wiki/Louis_Pouzin', '/wiki/Internet', '#cite_note-489', '#cite_note-:7-490']"
1970s[edit],"1974: The lithium-ion battery is invented by M. Stanley Whittingham , and further developed in the 1980s and 1990s by John B. Goodenough , Rachid Yazami and Akira Yoshino . It has impacted modern consumer electronics and electric vehicles . [484]",['1974:'],"['/wiki/Lithium-ion_battery', '/wiki/M._Stanley_Whittingham', '/wiki/John_B._Goodenough', '/wiki/Rachid_Yazami', '/wiki/Akira_Yoshino', '/wiki/Consumer_electronics', '/wiki/Electric_vehicles', '#cite_note-491']"
1970s[edit],1974: The Rubik’s cube is invented by Ernő Rubik which went on the be the best selling puzzle ever.,['1974:'],"['/wiki/Rubik%27s_Cube', '/wiki/Rubik%27s_Cube', '/wiki/Ern%C5%91_Rubik', '/wiki/Ern%C5%91_Rubik', '/wiki/Puzzle']"
1970s[edit],1977: Dr Walter Gilbert and Frederick Sanger invented a new DNA sequencing method for which they won the Nobel Prize . [485],['1977:'],"['/wiki/Nobel_Prize', '#cite_note-492']"
1970s[edit],1977: The first self-driving car that did not rely upon rails or wires under the road is designed by the Tsukuba Mechanical Engineering Laboratory. [486],['1977:'],"['/wiki/Self-driving_car', '#cite_note-493']"
1970s[edit],"1978: The Global Positioning System (GPS) enters service. While not the first Satellite navigation system, it is the first to enter widespread civilian use.",['1978:'],"['/wiki/Global_Positioning_System', '/wiki/Satellite_navigation']"
1970s[edit],"1979: The first handheld game console with interchangeable game cartridges, the Microvision is released.",['1979:'],['/wiki/Microvision']
1970s[edit],"1979: Public dialup information, messaging and e-commerce services, were pioneered through CompuServe and RadioShack 's MicroNET, and the UK's Post Office Telecommunications Prestel services. [487] [488]",['1979:'],"['/wiki/CompuServe', '/wiki/RadioShack', '/wiki/Post_Office_Telecommunications', '/wiki/Prestel', '#cite_note-494', '#cite_note-495']"
1980s[edit],1980: Flash memory (both NOR and NAND types) is invented by Fujio Masuoka while working for Toshiba . It is formally introduced to the public in 1984.,['1980:'],"['/wiki/Flash_memory', '/wiki/Fujio_Masuoka', '/wiki/Toshiba']"
1980s[edit],"1981: The first reusable spacecraft, the Space Shuttle undergoes test flights ahead of full operation in 1982.",['1981:'],['/wiki/Space_Shuttle']
1980s[edit],"1981: Kane Kramer develops the credit card sized, IXI digital media player . [489]",['1981:'],"['/wiki/Kane_Kramer', '/wiki/Portable_media_player', '#cite_note-496']"
1980s[edit],"1982: A CD-ROM contains data accessible to, but not writable by, a computer for data storage and music playback. The 1985 Yellow Book standard developed by Sony and Philips adapted the format to hold any form of binary data . [490]",['1982:'],"['/wiki/CD-ROM', '/wiki/Computer_data_storage', '/wiki/Sony', '/wiki/Philips', '/wiki/Binary_file', '#cite_note-EP689208-497']"
1980s[edit],"1982: Direct to home satellite television transmission, with the launch of Sky One service. [491]",['1982:'],"['/wiki/Satellite_television', '/wiki/Sky_One', '#cite_note-498']"
1980s[edit],"1982: The first laptop computer is launched, the 8/16-bit Epson HX-20 . [492]",['1982:'],"['/wiki/Laptop', '/wiki/Epson_HX-20', '#cite_note-ipsj-499']"
1980s[edit],1983: Stereolithography is invented by Chuck Hull . [493],['1983:'],"['/wiki/Stereolithography', '/wiki/Chuck_Hull', '#cite_note-500']"
1980s[edit],"1984: The first commercially available cell phone , the DynaTAC 8000X, is created by Motorola .",['1984:'],"['/wiki/Cell_phone', '/wiki/Motorola_DynaTAC', '/wiki/Motorola']"
1980s[edit],1984: DNA profiling is pioneered by Alec Jeffreys . [494] [495],['1984:'],"['/wiki/DNA_profiling', '/wiki/Alec_Jeffreys', '#cite_note-501', '#cite_note-502']"
1980s[edit],"1989: Karlheinz Brandenburg would publish the audio compression algorithms that would be standardised as the: MPEG-1, layer 3 ( mp3 ), and later the MPEG-2, layer 7 Advanced Audio Compression (AAC). [496]",['1989:'],"['/wiki/Karlheinz_Brandenburg', '/wiki/MP3', '#cite_note-503']"
1980s[edit],1989: The World Wide Web is invented by computer scientist Tim Berners-Lee . [497] [498],['1989:'],"['/wiki/World_Wide_Web', '/wiki/Tim_Berners-Lee', '#cite_note-AHT-504', '#cite_note-505']"
1990s[edit],1990: The Neo Geo AES becomes the first video game system to launch that used Memory Cards,['1990:'],"['/wiki/Neo_Geo_AES', '/wiki/Memory_Cards']"
1990s[edit],"1990: The first search engine invented was “ Archie ”, created by Alan Emtage a student at McGill University in Montreal",['1990:'],['/wiki/Archie_(search_engine)']
1990s[edit],1991: The first commercial flash-based solid-state drive is launched by SunDisk . [499],['1991:'],"['/wiki/Solid-state_drive', '/wiki/SanDisk', '#cite_note-506']"
1990s[edit],"1991: The first sim card is developed by Munich smart-card maker Giesecke & Devrient,",['1991:'],['/wiki/Sim_card']
1990s[edit],"1993: IBM created the first mobile app with SIMON, it had 10 bulit-in apps from Email to Calendar",['1993:'],[]
1990s[edit],"1994: IBM Simon , World's first smartphone is developed by IBM .",['1994:'],"['/wiki/IBM_Simon', '/wiki/IBM']"
1990s[edit],1994: First generation of Bluetooth is developed by Ericsson Mobile . A form of data communication on short distances between electronic devices.,['1994:'],"['/wiki/Bluetooth', '/wiki/Ericsson_Mobile']"
1990s[edit],1994: A Tetris variant on the Hagenuk MT-2000 device becomes the first mobile game,['1994:'],"['/wiki/Tetris', '/wiki/Hagenuk_MT-2000']"
1990s[edit],"1995: DVD is an optical disc storage format, invented and developed by Philips , Sony , Toshiba , and Panasonic in 1995. DVDs offer higher storage capacity than compact discs while having the same dimensions.",['1995:'],"['/wiki/DVD', '/wiki/Optical_disc', '/wiki/Data_storage_device', '/wiki/Philips', '/wiki/Sony', '/wiki/Toshiba', '/wiki/Panasonic', '/wiki/Compact_disc']"
1990s[edit],1995: Match.com launches as the first dating site ever and is the number 1 most visited dating site in the US,['1995:'],['/wiki/Match.com']
1990s[edit],1995: Waiter.com launches as the first online food ordering service,['1995:'],"['/wiki/Waiter.com', '/wiki/Online_food_ordering']"
1990s[edit],1996: Ciena deploys the first commercial wave division multiplexing system in partnership with Sprint . This created the massive capacity of the internet. [500],['1996:'],"['/wiki/Ciena', '/wiki/Wave_division_multiplexing', '/wiki/Sprint_Corporation', '#cite_note-507']"
1990s[edit],1996: Mobile web was first commercially offered in Finland on the Nokia 9000 Communicator phone and it was also the first phone with texting,['1996:'],['/wiki/Nokia_9000_Communicator']
1990s[edit],1996: Bolt and Six Degrees (1997) both become the first social media sites,['1996:'],"['/wiki/Bolt_(website)', '/wiki/SixDegrees.com']"
1990s[edit],"1997: The first weblog, a discussion or informational website, is created by Jorn Barger , later shortened to ""blog"" in 1999 by Peter Merholz.",['1997:'],['/wiki/Jorn_Barger']
1990s[edit],1998: The first portable MP3 player is released by SaeHan Information Systems.,['1998:'],['/wiki/MP3_player']
1990s[edit],"1999: The first digital video recorder (DVR), the TiVo , is launched by Xperi .",['1999:'],"['/wiki/Digital_video_recorder', '/wiki/TiVo', '/wiki/Xperi']"
1990s[edit],"1999: NTT DoCoMo launches i-mode , the first integrated Online App store for mobile phones",['1999:'],"['/wiki/NTT_DoCoMo', '/wiki/I-mode', '/wiki/App_store']"
21st century[edit],2000: Sony develops the first prototypes for the Blu-ray optical disc format. The first prototype player was released in 2004.,['2000:'],"['/wiki/Sony', '/wiki/Blu-ray']"
21st century[edit],"2000: First documented placement of Geocaching , an outdoor recreational activity, in which participants use a Global Positioning System (GPS) receiver or mobile device and other navigational techniques to hide and seek containers, took place on May 3, 2000, by Dave Ulmer of Beavercreek, Oregon .",['2000:'],"['/wiki/Geocaching', '/wiki/Beavercreek,_Oregon']"
21st century[edit],2001: The Xbox Launches and is the first game console with internal storage,['2001:'],['/wiki/Xbox']
21st century[edit],"2004: First podcast , invented by Adam Curry and Dave Winer, is a program made available in digital format for download over the Internet and it usually features one or more recurring hosts engaged in a discussion about a particular topic or current event. [501] [502] [503]",['2004:'],"['/wiki/Podcast', '/wiki/Radio_program', '/wiki/Download', '#cite_note-508', '#cite_note-509', '#cite_note-510']"
21st century[edit],"2005: YouTube , the first popular video-streaming site, was founded",['2005:'],['/wiki/YouTube']
21st century[edit],2007: Netflix debuted the first popular video-on-demand service,['2007:'],['/wiki/Netflix']
21st century[edit],2007: The Bank of Scotland develops the worlds first banking app,['2007:'],['/wiki/Bank_of_Scotland']
21st century[edit],"2007: SoundCloud , the first on-demand service to focus on music is debuted",['2007:'],['/wiki/SoundCloud']
21st century[edit],"2007: First Kindle introduced by Amazon (company) founder and CEO Jeff Bezos, who instructed the company's employees to build the world's best e-reader before Amazon's competitors could. Amazon originally used the codename Fiona for the device. This hardware evolved from the original Kindle introduced in 2007 and the Kindle DX (with its larger 9.7"" screen) introduced in 2009. [504]",['2007:'],"['/wiki/Amazon_Kindle', '/wiki/Amazon_(company)', '#cite_note-511']"
21st century[edit],2008: Satoshi Nakamoto develops the first blockchain . [505],['2008:'],"['/wiki/Satoshi_Nakamoto', '/wiki/Blockchain', '#cite_note-512']"
21st century[edit],2009: The Zeebo is released becoming the first digital-only video game console,['2009:'],['/wiki/Zeebo']
2000s[edit],2000: Sony develops the first prototypes for the Blu-ray optical disc format. The first prototype player was released in 2004.,['2000:'],"['/wiki/Sony', '/wiki/Blu-ray']"
2000s[edit],"2000: First documented placement of Geocaching , an outdoor recreational activity, in which participants use a Global Positioning System (GPS) receiver or mobile device and other navigational techniques to hide and seek containers, took place on May 3, 2000, by Dave Ulmer of Beavercreek, Oregon .",['2000:'],"['/wiki/Geocaching', '/wiki/Beavercreek,_Oregon']"
2000s[edit],2001: The Xbox Launches and is the first game console with internal storage,['2001:'],['/wiki/Xbox']
2000s[edit],"2004: First podcast , invented by Adam Curry and Dave Winer, is a program made available in digital format for download over the Internet and it usually features one or more recurring hosts engaged in a discussion about a particular topic or current event. [501] [502] [503]",['2004:'],"['/wiki/Podcast', '/wiki/Radio_program', '/wiki/Download', '#cite_note-508', '#cite_note-509', '#cite_note-510']"
2000s[edit],"2005: YouTube , the first popular video-streaming site, was founded",['2005:'],['/wiki/YouTube']
2000s[edit],2007: Netflix debuted the first popular video-on-demand service,['2007:'],['/wiki/Netflix']
2000s[edit],2007: The Bank of Scotland develops the worlds first banking app,['2007:'],['/wiki/Bank_of_Scotland']
2000s[edit],"2007: SoundCloud , the first on-demand service to focus on music is debuted",['2007:'],['/wiki/SoundCloud']
2000s[edit],"2007: First Kindle introduced by Amazon (company) founder and CEO Jeff Bezos, who instructed the company's employees to build the world's best e-reader before Amazon's competitors could. Amazon originally used the codename Fiona for the device. This hardware evolved from the original Kindle introduced in 2007 and the Kindle DX (with its larger 9.7"" screen) introduced in 2009. [504]",['2007:'],"['/wiki/Amazon_Kindle', '/wiki/Amazon_(company)', '#cite_note-511']"
2000s[edit],2008: Satoshi Nakamoto develops the first blockchain . [505],['2008:'],"['/wiki/Satoshi_Nakamoto', '/wiki/Blockchain', '#cite_note-512']"
2000s[edit],2009: The Zeebo is released becoming the first digital-only video game console,['2009:'],['/wiki/Zeebo']
2010s[edit],"2010: The first solar sail based spacecraft, IKAROS . [506]",['2010:'],"['/wiki/Solar_sail', '/wiki/IKAROS', '#cite_note-513']"
2010s[edit],2010: The first quantum machine [507],['2010:'],"['/wiki/Quantum_machine', '#cite_note-514']"
2010s[edit],"2010: The first synthetic organism , Mycoplasma laboratorium is created by the J. Craig Venter Institute .",['2010:'],"['/wiki/Synthetic_biology', '/wiki/Mycoplasma_laboratorium', '/wiki/J._Craig_Venter_Institute']"
2010s[edit],"2011: Twitch , launches as the first live-streaming service.",['2011:'],['/wiki/Twitch_(service)']
2010s[edit],2011: HIV treatment as prevention ( HPTN 052 ) [508],['2011:'],"['/wiki/HPTN_052', '#cite_note-515']"
2010s[edit],2012: Discovery of the Higgs boson [509],['2012:'],"['/wiki/Higgs_boson', '#cite_note-516']"
2010s[edit],2013: Cancer immunotherapy [510],['2013:'],"['/wiki/Cancer_immunotherapy', '#cite_note-517']"
2010s[edit],"2014: The first known "" NFT "", Quantum , [511] was created by Kevin McCoy and Anil Dash in May 2014, that explicitly linked a non-fungible, tradable blockchain marker to a work of art, via on-chain metadata (enabled by Namecoin). [512]",['2014:'],"['/wiki/NFT', '#cite_note-518', '/wiki/Anil_Dash', '#cite_note-519']"
2010s[edit],2015: CRISPR genome-editing method [513],['2015:'],"['/wiki/CRISPR', '#cite_note-520']"
2010s[edit],"2016: The Laser Interferometer Gravitational-Wave Observatory makes the first observation of gravitational waves , fulfilling Einstein 's prediction [514]",['2016:'],"['/wiki/Laser_Interferometer_Gravitational-Wave_Observatory', '/wiki/First_observation_of_gravitational_waves', '/wiki/Albert_Einstein', '#cite_note-521']"
2010s[edit],2018: Single cell sequencing [515],['2018:'],"['/wiki/Single_cell_sequencing', '#cite_note-522']"
2010s[edit],"2019: IBM launches IBM Q System One , its first integrated quantum computing system for commercial use.",['2019:'],"['/wiki/IBM', '/wiki/IBM_Q_System_One', '/wiki/Quantum_computing']"
2020s[edit],2020: The first RNA vaccine to be approved by public health medicines regulators is co-developed by Pfizer and BioNTech for COVID-19 .,['2020:'],"['/wiki/RNA_vaccine', '/wiki/Pfizer', '/wiki/BioNTech', '/wiki/COVID-19']"
2020s[edit],2022: Pfizer develops the world's first pill for COVID .,['2022:'],"['/wiki/Pfizer', '/wiki/Paxlovid', '/wiki/COVID-19']"
